,Title,Review Text,aspect-opinion
16394,Love it,This is a really great dress - especially for the holiday season - you can do work and post work events with it easily. i ordered a large but it fit me more like a medium. it is very comfortable and the quality feels great. boots give it the day look and a nice set of beige high heels gave it a great evening look.,"['quality-very comfortable', 'boots- nice', 'set- high']"
16396,Missing two large buttons,"The dress arrived with two large buttons missing from the front complete with unraveling threads. the rest of the buttons are sewn on loosely, and in general, it's poor quality. ridiculous considering the price, very disappointed.",['dress- large']
16397,Had potential but it doesn't deliver,"So, i bought 2 of these. first in xsp. it was actually the regular length not the petite one. it did have the problem mentioned by others regarding the arms, armpit, thighness issue. i thought maybe the dress was mislabeled and i got a regular xs by mistake. so i returned and order another xsp hoping i would get one with the right length, but no. the one i got has same issues as the first one. why 2 petite dresses with regular length/? i think the dresses are defective. the print is gorgeous and","['one- same', 'dresses-why regular', 'print- gorgeous']"
16398,Unique,Love this tunic dress but i ordered a petite instead of regular because of length. fits a bit snug. i have gotten sp from retailer before and they have fit. just depends on the brand i guess. great holiday wear.,[]
16399,There's something wrong with the arm hole,"There's something majorly wrong with the way the armholes are cut. i can't move my arms in this dress. otherwise the fit was fine. the a line cut of the dress is great if ur trying to hide a few pounds. other than that the does nothing for your figure. i found this dress to be true to size in an xsp im 107lbs and 5'1"".
don't buy it. i know it's tempting with the sale price.","['fit-otherwise fine', 'cut- great']"
16400,Snug in arms and chest,"I love this dress. colors are great, but a little tight in the chest and arms. i am 5' 8"" and usually wear a size 6. i bought the medium because i like a little looser fit on top. the arm holes are a little large which makes reaching up for things awkward.","['colors- great', 'holes- little']"
16401,Lanka sweater dress tunic,"Beautiful sweater dress. nice texture gorgeous pattern. however not for my body type! i'm 5'5"", a size 12-14 and i carry my weight in hips butt & tummy area. this dress is only slightly a line, almost straight and even the xl didn't look flattering on me. and the arms are definitely smaller and weird too-there is bunching in the pit area. i tried on a large for comparison and it was too tight all over and there was a button missing too. this def. runs small and i think will be flattering on the","['dress-slightly line', 'xl-even flattering', 'arms-definitely smaller', 'button-too tight']"
16403,Perfect in every way!,"I loved this dress as soon as i saw it online. but the price was high, and i was nervous about taking a chance on a knit dress. would it be too clingy, too stretchy, too scratchy, too...wrong? i took a chance on it after reading other reviews, and as soon as i tried it on, i knew i had found the perfect dress for winter. it is super comfortable, and the quality of the knit is very good. the material is soft and warn. the dress looks fabulous with bright tights and high boots. in the two weeks i","['price- high', 'quality-super comfortable', 'material- soft', 'dress- fabulous']"
16404,Gorgeous dress with european flaiir,"The colors and design of this dress is stunning. i am usually a large in retailer clothes, this dress is true to size.this can be worn as a dress with boots or flats or even as a tunic. i purchased a scarf to also wear it with. this is one of my all time favorite retailer pieces!! don't hesitate.","['colors- stunning', 'dress-usually large']"
16406,"Lovely, but needs better sizing","As most have already commented, runs small in upper body. i'm always a 2 or 4 petite (5'1"", 120# max, 36aa, athletic build). the petite s was exceptionally small in upper body and no chance of it stretching enough to be comfortable. since i read other reviews before purchasing i also ordered the petite m. pm was too big under arms. i exchanged both and purchased a regular s in store. fits great, though would have liked it a mere 1"" shorter.
the sizing should have been 2,4, 6 etc.
i'm keeping the","[""i'm-always petite"", 'petite-exceptionally small', 'pm-too big']"
16407,Sweet dress naughty buttons,"Knitted & knotted are my new bff. their sweater dresses are amazing and i'm now tracking down sold out versions of their apparel to enhance my closet and have a party. i adore (and drool...just a lil bit) this dress. the colors and styling and warmth make me happy. i sized up to a l because of my linebacker shoulders/broad bust (thanks retailer user reviewers!) i am comfy as long as i don't flail or flap. my one teeny tiny little complaint is right out of the factory cellophane bag, i had a loose","['dresses- amazing', 'colors- happy', 'complaint- little']"
16408,"Beautiful dress, just wish it worked on me","Tried this dress in two different sizes and just couldn't get a god fit for me. i found the upper arms a little snug and unforgiving if you don't have slim arms. it is a beautiful dress in person, probably more so than in the photos, and a nice thick quality feel. it didn't work on my frame, but i definitely recommend you give it a try.",[]
16409,Disappointed in the fit,"This dress is so pretty and the fabric is tightly woven so that it won't stretch as much as other sweater dresses. i am disappointed in the sleeves though. the cut is way below the armpit so that when you raise your arms, it pulls tight and is uncomfortable. for the price, and the amount of time i wanted to wear it, it's not worth keeping. another thing is that the fabric is tightly woven so if you are cold natured and ok with the sleeve issue, this is the dress for you. however, if you are hot","['dress-much other', 'cut-way armpit', 'amount- worth', 'thing-so cold']"
16912,"Easy, beautiful and different","I stumbled upon the blue version in the store. i immediately liked that it was easy, chic, and just different-enough. after wearing it for a birthday dinner, i saw it online and realized that i had styled it almost exactly the same way the blue one is shown. black sandal wedges, silver cuff, silver earrings. it is flattering in an unexpected way, which may be partially because i am really small-chested. the front v is deep compared to what i usually wear, but double-sided tape easily kept my bra",['tape-usually double']
16917,Get this now!,"This dress may not be worth the full price of $138 but on sale it is one huge bargain! so easy to wear and so incredibly flattering! seriously, i don't know why it's not sold out at this price! it hides all flaws without looking oversized or bulky. i totally disagree with the reviewer who called this dress ""sack"" like. found this tts. looks great with pumps or flats.",['dress- worth']
16919,Way better in person,I was not expecting to like this. i tried it on in the store on a whim. it happened to drape beautifully. this will be a great work dress for the summer with something underneath the bring up the neckline. the blue color is soft and pretty.,['color- blue']
16922,Sack dress,"Unfortunately, this dress is shaped like a sack and has no shape to speak of. i have sent it back for a refund :( too big, too shapeless.",[]
16935,"Cute, but...","Wanted to love this dress, bit it wasn't to be. strange fit, and doesn't drape nicely, as in the photo. also, the blue color was much darker in person. wouldn't recommend.",['color-also blue']
16940,At once matronly and sexy?,"So the dress is interesting. has an asymmetrical wrap look, short, sexy length (i'm 5'3"" and the petite barely covers my assets), and a neckline that implies sexy without actually displaying the girls- it crosses over and stays closed, but looks sexy and plunging. but the shoulders are what make it look matronly. they're wide- from neck out to the outer edge of my shoulder/upper arm. they show no shoulder at all, which is really an odd design when the rest of the dress is sexy-ish. i looked back","['dress-So interesting', 'petite- sexy', 'rest-really odd']"
16941,Lovely dress and fit,"This dress is extremely flattering on and looks a lot better when worn than on the hanger. the cut drapes very nicely and is true to size. i am 5 feet tall / 95lbs and the xxsp fit perfectly. it is a bit short however, so i would caution that it may not be work ""office"" appropriate if you are taller. like most hd in paris dresses, it is also quite thin although lined. this dress would look lovely with a either delicate jewelry or a bold statement piece and is casual enough for a lunch outing or","['dress-extremely flattering', 'cut-nicely true', 'xxsp- tall', 'dress- lovely']"
16944,Cute but not right for me,"I really, really wanted to love this dress. the v-neck plunge is way too deep. i needed to pin it to keep it closed. the blue color was pretty, and the front was flattering, but the back was not. it was super clingy in the back and didn't hang in a flattering way. sadly, i sent it back.","['plunge-too deep', 'color- blue', 'front- flattering']"
17015,Petite fits great!,I received this as a gift for my birthday in the navy blue and it fits great. i'm 5'2 and the petite medium was the perfect length.,"[""'- petite""]"
17016,Flattering style,I purchased this dress in the store and then realized i could get a petite size. i ordered it in a pm but had to return it. i reordered it in ps and it's perfect. i love it for a casual evening out of wearing around town in the summer. it's supper figure flattering.,['supper- flattering']
17019,Dress perfection,"I don't think it's possible to say enough good things about this dress! the fit is beautiful (i'm 5'6"", 130lbs, and am a 32h,) the material is soft and swishes around your legs in a delightful way, and the length has all the positives of a maxi dress without dragging on the ground. it doesn't show bra straps. it looks good with either heels or a trusty pair of birkenstocks. the pattern is fun. essentially, it's the perfect summer dress.","['fit- good', 'material- beautiful', 'length- delightful', 'pattern- fun']"
17022,Love!! more colors please!!,"I love this dress! it is beyond flattering! i tried the south shore dress on earlier this year but found it too short for my taste. this however.. is the same cut on top, but longer in the skirt! yes, please! i purchased the turquoise, which is exactly as pictured! just beautiful! hits at my shins. for reference, i'm 5'6"", 136 lbs and ordered a size small.",[]
17026,Beautiful fit!,"As a teacher, it's so great to be able to find dresses that are modest and beautiful, that i can wear to work, as well as on the weekends.",[]
17030,Flattering fit!,"Wow this dress is very flattering! i have a fairly small waist and not-so-small hips and this dress is slimming. it is also soft, light, airy, gorgeous! exactly what you need on a beautiful spring day! i wore this dress yesterday and have not felt that beautiful in a very long time! thank you so much retailer for the brilliant design:)","['dress-very flattering', 'dress-fairly not-so-small']"
17031,Perfect fit!,"Purchased this maxi dress in blue print, size petite xxsmall. even in that size i have some difficulty finding dresses that fit. but this one does perfectly. no complaints at all. length is a bit longer than pictured on model, but that's fine for a maxi summer easy style dress. i am quite short besides being petite so this fits the bill. am sure it will be worn quite often for many different occasions.",['length- fine']
17032,Meh,"It just isn't that flattering on me. it looks kind of old and dingy, even though it's brand new. it fits fine, but doesn't do much to highlight my curves. it just kind of hangs there. the length is somewhat awkward (i bought the petite version). maybe it would look good on someone tall and skinny, like the model. it's gathered around the stomach area and longer in the front, which reminded me of maternity wear. it does appear to be pretty well made; top part is lined. overall it's not terrible,",['length-somewhat awkward']
17034,"Elegant, graceful, lovely","This dress has a really elegant neckline combined with the wide fitted waist and under-the-bust gathers which really flatter the body. i have a fairly straight body and this dress gives me shape. i usually wear xspetite but the turquoise didn't come in petite and that was my preferred color. so i tried the xxs which i could barely get on and off but once on, it fit fine (34aa, 26"" waist, 34"" hips). i'd probably be better off with the xs. the length of the regular on me was fine, like a normal ma","['dress-really elegant', 'bust- wide', 'dress-fairly straight', 'length- regular']"
17035,Perfect dress!,"This dress is the perfect length and so comfortable! it's conservative enough to wear to work as a teacher but also so cute! i'm 5'6"" and the large hits right above my ankle. medium fit as well but i wanted a little extra room in the torso.",['dress- perfect']
17042,Love this dress,"This dress is gorgeous. flattering, comfortable, and machine washable!

for reference i am 5'5 145lbs, 38-30-40 and 34dd. i got the medium and it fits great! only flaw is that the armholes are a little large, but not enough that my bra shows so i am okay with it.","['dress- gorgeous', 'flaw- only', 'armholes- little', 'bra-not enough']"
17045,Easy elegance,"I wanted this dress in the turquoise motif, but it sold out so quickly! i tried on about 10 dresses in my local store and this was the clear winner. i got the blue and white motif, which has enough visual interest with the way the pattern flows across the dress. i found the dress to be slimming and very comfortable. you can throw it on and not think about flashing anything when you bend over, or the skirt flying up in the breeze, or needing a strapless bra. the skirt flows really nicely and over",['pattern- visual']
17048,Must have summer dress for any occasion!,"This dress looks way better on you than sitting on the hanger! the design really flatters your body and the waist area, makes you look very skinny! highly recommend! the length is also perfect, just the right length for a maxi dress, long enough but short enough to show off your shoes as well!","['dress-way better', 'design-very skinny', 'length-also perfect']"
17051,My new favorite dress,"Got this dress in the blue and cream and it's gorgeous. i love that it's work and date night appropriate, but so comfy. i am 5'4"" but have very short legs, so it's hard to find a maxi dress or skirt that doesn't drag on the ground. this floats beautifully above my ankles - a little lower than on the model, but still high enough that i am totally comfortable wearing the dress without heels. i got the small and it fits great. the print is lovely - the cream fabric is speckled in gray dots in some",['print- lovely']
17052,Bring back the turquoise please!!,"I have this in darker blue and it is my favorite dress of the season. i didn't realize that there was one in turquoise until it was already sold out. please bring back or be so kind to contact me if an xs comes in as a return, etc. 
i love this so much!",['xs-so kind']
17053,So in love,"The turquoise print is absolutely stunning. i love the feel of the fabric, the drape",['print- turquoise']
17055,Fit is spectacular!,This dress is more adorable on then sitting on the hanger. the material clings to all the right places and feels really good. i must say this is one of the most comfortable dresses i have ever put on. would never tell from the photo that this dress is so adorable. if you like a fitted dress in the waist and bust that subtly accentuates your curves - try it. adorable!,"['dress-more adorable', 'material- right', 'dress-so adorable']"
17154,Perfect for wedding season,"I just scored this dress the other day and i don't regret it for a second. the bodice is beaded with some sea-foam green beads and they are sewn on really well, so i am not worried about dropping them all night. from the pictures, i couldn't tell if this was going to look like a cotton skirt or i fit would be chiffon looking-it is neither. it has a shimmer to it which makes this a more dressy looking dress than i was originally anticipating-i thought it was going to be an everyday wear type of d",[]
17365,Perfect fun white dress,"I saw this dress in the store tried it on and , love! it is so hard to find a white dress that is not too fancy or frilly. this dress fits great and flatters my full figure (size 12 to 14), plus it has pockets! the woven material with the big fun flowers is accented by the plain band at the bottom which falls just above the knee. the center of the flower adds a nice three dimensional touch. i brought it in a large and i will wear this lovely feminine flirty beauty all spring and summer. from fun","['dress- great', 'center- nice']"
17382,My new favorite summer dress,"This dress is so much more stunning in person than in the photos. it's incredibly flattering, and i like how it pans out at the bottom. it also has pockets! although it has a built-in slip, it is a little see-through, so keep that in mind, otherwise, i can't wear it enough.",['dress-more stunning']
17390,Very roomy,For me this had too much material and was a little too tent like. a beautiful dress but not my style. i prefer more a line with not so much material.if you are looking for something roomy this is a good choice.,[]
17402,Beautiful and flattering,"This dress is very comfortable, very flattering and just lovely. my only critique is that the skirt is more rust colored in real life, where on the website it looks more red. and the bodice looked a bit more peach/pink in the picture. still a beautiful, interesting, well made and extremely comfortable dress. thanks retailer! i am 5'9, 155# and the m is great.","['dress-very comfortable', 'critique- only', 'skirt- more', 'bodice-more peach', 'm- great']"
17406,Not impressed,"After reading the glowing reviews i was excited to buy this on sale. i'm tall and lean, but found the dress looked slightly awkward and off on me compared to the model pictures. firstly, the top has a strange transition to the skirt, with extra fabric you have to either blouse over the skirt or bunch together. if you blouse it and lay flat, it invariably gets bunched as you wear it. this bunching changes the aesthetics of the color blocks, creating less clean lines. i also found the blue, black","[""dress-i'm lean"", 'top-firstly strange', 'bunching-less clean']"
17407,Wonderful comfy maxi,"This is a super cute, adorable and flattering maxi. it's very comfortable and soft. i stayed tts in this dress... the length hit just right .. ...perfect for summer",[]
17415,Eh,"I love the colors of the teal dress, but i wish that the top only had one color. the design is cute but the construction is a little off. the transition from the top to the skirt seems to lay wrong or have a bit of extra fabric. sizing up or down didn't help. the top is lined but the bottom is very thin. the bottom should be lined too. not the best.","['design- cute', 'construction- little', 'transition- wrong', 'bottom-very thin']"
17417,Simple yet stunning,"I ordered this dress in the orange and it is a perfect addition for my closet. its comfortable yet classy. i did order a size up and went with the medium because i am a dd. so glad i did because the top part of me stays secured. if i went with the small, i am afraid i would be falling out. it is long but i will take to a tailor and have them make some adjustments. its a versatile dress and can be worn at events or just for hanging out in.",['part-so top']
17418,Love the colors,"This dress first caught my eye because of the beautiful color combination. and when i tried it on, i was sold. it's super soft and comfy and just the right amount of coverage.",['dress-first beautiful']
17419,Looks exactly like the picture,I bought the black version of this dress. looks exactly like the picture and is true to size.,[]
17424,Buy it,"I want this in every color! fits tts...so comfortable, flattering, and fabric feels like it will hold up well (fingers crossed). love love love.",['fabric-so flattering']
17432,Amazing dress,The pictures don't do this dress justice. it is fantastic! the fit is perfect and it is super comfortable while still looking polished. a must have dress!,['fit- fantastic']
17434,Pretty dress. fit was not for me.,"I love this maxi dress. it is fitted up top and very maxi like on the bottom. it was to much fabric for me, the dress made me look heavier than i am. i am 5'9' and 160. i fit in the medium. the dress just didn't do anything for my body type - curvy. i think you need to be fairly lean to look nice in this dress. sadly, i had to return. maeve makes great maxi's, unfortunately they don't fit me correctly.","['dress- much', 'dress-just curvy', 'maeve- great']"
17435,Beautiful,"This dress is simply gorgeous. the slit is just right, the colors are great, and most of all the fabric is very comfy! i highly recommend!","['dress-simply gorgeous', 'slit-just right', 'colors- great']"
17437,Beautiful maxi!,"I ordered this in the neutral motif and the colors and design are more beautiful in person. unfortunately, there were no ""petites"" available when i ordered so i will have to have the length and slit tailored.","['colors- neutral', 'petites-unfortunately available']"
17444,Great fit but odd construction,"This is a beautiful, flattering dress, however i can't decide whether to keep it or not! as a few other reviewers has mentioned, the transition between the ""top"" and the ""skirt"" is a bit off - it's like there is some extra fabric there, and the weight of the skirt pulls it down, making it a little awkward/bunchy. i thought it may have been showing up because i am larger chested (36d), but you can kind of see this on the teal dress image, under the chest where there is an extra fold. i ordered th","['reviewers-however other', 'transition- extra', 'weight-there little', 'fold- extra']"
17446,Works for maternity,"I bought this to wear for my baby shower at 34 weeks. i was able to buy it in my size and still get a great fit, and the skirt hits right at my bump with the band just above it. great option for expecting mothers that can be worn after baby, the top is also snug enough to feel like it covers properly (could be too snug if you are large chested though).","['skirt-still great', 'top- great']"
17451,Elysian maxi dress,I was disappointed with the style and quality of this dress. it poofs out funny in the waste and it just looks very unflattering. i'm sending it back.,[]
17454,Beautiful dress!,This dress is gorgeous! i bought the patterned dress and it has the perfect colors for the season. the pictures just do not do it justice. plus it is incredibly comfortable. this dress could easily be dressed it up or down and is perfect for someone who is curvy on top. i can't wait to wear this on a date!,['dress- gorgeous']
17456,Summer dress,"I bought this dress to wear as a casual summer staple. i like classic things with a twist, and this fits the bill. it is nice quality, and the colors are vivid. it is slightly tight in the bust line for me, but it is not retailer's fault that i am a bit too busty for this dress. i'll deal with it. otherwise, the dress is nice quality, and will come in handy throughout summer. the price is right, so grab it!!","['colors- nice', 'dress-otherwise nice', 'price- right']"
17459,Unflattering cut,"This was a nice dress, but it wasn't quite was i was looking for. the cut made me look too ""hippy"". maybe for someone that has no hips at all?",['cut-too hippy']
17461,Great length,"This dress is nicely made , fits well and is the right length.",[]
17462,Not right for me,"The colors are beautiful and the fabric is very soft and comfortable. i will be returning because of issues with length and being low cut.

for reference i am 5'5 145lbs, 38-30-40, 34ddd. the dress was low cut and showed too much cleavage for my comfort, but this may not be an issue for women with smaller breasts (or if you don't mind some cleavage showing). this length was also a bit too long, so if you are 5'5 or shorter you may want to order the petite size.","['colors- beautiful', 'fabric-very soft', 'length-so shorter']"
17464,"Great quality, easy to wear dress!",This dress fits true to size and is great to wear around on a warm day. you can dress it up or down so there are many uses for it. this brand has always provided great quality too. i'm excited for warmer weather!,"['dress- true', 'uses-so many', 'brand-always great']"
17465,Beautiful,"This dress is the perfect combo of flattering, comfort, and quality. i purchased the turquoise color, which is vibrant! this will be my go to dress for spring. the material is super soft, flowy and medium weight. i ordered petite s, probably could have got xs. i love, love, love this dress!","['dress- perfect', 'material-super soft']"
17467,Great maxi dress,"I love this dress. as a petite woman, it's hard for my to find maxi-dresses that aren't terribly long and that cut in the right places. this dress fits perfectly! i love the slits in the side that allow for a flowy look and make it easy to walk around. there is also an elastic band that helps the materials over the bust stay in place along your torso. if you a bustier person like myself, it will likely cut in just under your bust line as opposed to as your waist like on the model. since i am bus","['dress-perfectly flowy', 'band-also elastic']"
17469,Love this,"I purchased this in the ping/orange color. i am 5""8 and 155lbs, the medium fit perfectly. very soft texture with a nice flow. will be purchasing in other colors.",[]
17474,Loved his dress!,"I'm 4 11"" 120 and my usual small fit. as with everything....way too long. story of my life and i keel a tailor on call.",[]
17475,Love,"I bought the one with blue and white top and black bottom. absolutely loved it! i am 5""2 so the dress is part is a bit long for me---ended up wearing my 4.5 inch heels to make it fit. the fabric is more heavy than what it seems in the pictures. but that makes it more formal. it's great!",['fabric-more heavy']
17479,Classy and comfy,I love this dress! it was a tad long ( i'm a shorty) but i loved the cut and versatility of the material/ design that i took it to the tailor. now it is perfect! i wore it to an engagement party but i could see it going very casual or very high end depending on styling. love.,[]
17485,Best dress i've ever found,"I loved this dress so much i bought in the cream/pink as well as the blue/teal. it is so light and easy to throw on. the slits are higher on me (i am 5'2) but not in a risquã© way. it's very flattering and gives it a little sassiness.

i wish they had even more colors to choose from. that is how obsessed i am with it!",['slits- higher']
17487,Cute but arrived dirty,"Cute dress- flattering and seems to be well made. however, when i received it it seemed that it had been worn. the bottom was all dirty and it had a white mark at the top. called and rep said they would send new dress if i send first back, so hopefully that gets here quickly and in good shape. the other dress i place with my order hasn't even shipped and the rep couldn't tell me when/if it would.","['bottom-all dirty', 'dress- other']"
17492,Good quality for the price,"I purchased this dress in the red/orange color and was impressed by the quality of the fabric. the waist sat a bit higher on me that in does in the picture, so it looks much more like an empire waist on me.",['waist- higher']
17497,Comfy and flattering,"Perfect fit. this dress is super flattering, the criss-crossing fabric at the bust looks awesome on. the fabric is a little bit thicker through there which is nice for coverage. the skirt is light and airy and the pattern is so pretty! the perfect spring to summer dress!","['dress-super flattering', 'fabric- criss-crossing', 'fabric- little', 'skirt- light', 'pattern- airy']"
17498,Nice vacation dress,"I bought each color in three different sizes because the one i want was sold out. the lavender tile motif is the one i got in my ideal size medium petite and it fits the best. what i don't like is that the inside of the skirt is white, which features prominently because of the high side slits. makes the dress look low quality. my favorite dresses were the solid teal and solid black. however the small was too small on my bust and the large petite was too large on my bust. i'm wondering if wash th","['motif- one', 'inside- white', 'dresses- favorite', 'petite-too large']"
17501,Great style | not so great construction,"Bought this on a whim. i had been wanting a new maxi dress and the bodice looked really cool online. ordered it in black. it fits true to size however the material is a bit on the thin side and where the fabric crosses over on the lower waist line...it leaves a love handle lump. without the bulk it would be great as overall look is kind of cool. however, i am on the fence on this one. for the money there are better maxis out there.","['bodice- new', 'material- true', 'fabric- thin', 'look- overall', 'maxis- better']"
17502,Gorgeous dress,I purchased this in the black in an xl. i am typically a 14-16 dress size and i would say this runs tts with a flowing fit on the bottom. the top is fitted but has some stretch to it. absolutely gorgeous fit and quality. i love this so much i want to purchase the teal color. a spring must have!!!,[]
17518,Casual maxi,"I didn't hate it, but i don't love it. i purchased it in 2 colors b/c i thought i'd fall in love. it is just ok. maybe it's b/c i have a larger chest, but i felt like it was too small in the chest area and too loose elsewhere. not the maxi fit i normally go for. however, the material is great and it's a simple sunday dress to lounge around in and run errands comfortably.",['material-however great']
17520,Pretty dress!,"Tts. i'm 38c, 8-10 and m fits just right. nice and fitted at the top, flowy skirt. i got the cream and love the skirt pattern.",[]
17563,Perfect winter dress,"This is the perfect sweater dress for any occasion. i dressed it up with a belt and necklace for a christmas party and wore it with boots to just kick around the house. it's a really warm dress too, so great for colder weather. probably would not want to wear this dress in warm temps.

it's so comfortable and it's made with high quality material. i'm curvy on the bottom and my only wish is that this dress had less material around my waist- it's a pretty straight cut.","[""wish-i'm only"", 'dress- less']"
17566,Comfortable and cute,I had been looking for this dress in xs. the small ran large on me and xs had sold out online. i'd been searching for it calling every store around and not having any luck.. when allison called me from store 428 highland village in houston.. she had found the dress for me in the woodlands.. i was able to purchase it and i can't wait to get it.. it will be perfect for the hot summer here in texas. thank you allison for such great customer service and retailer for employing such great staff.,['xs- large']
17568,Easy to throw on summer dress,This dress has the perfect amount of swing to it that it hides a stomach - which i looooove! the blue chambray color is beautiful and it is lined partially. so here's what i don't like - this dress would have been so much better fully lined. now it could just be that i am extra sensitive to fabric and find it to be a bit itchy where the ruching is on the upper back of the dress. but i somehow can't get myself to take it off the hanger to wear it....i may just be returning this dress.,"['dress- perfect', 'color- blue', 'ruching-just itchy']"
17569,Easy & fun summer dress,"I just bought this dress today, and it is absolutely stunning. it looks so much better in person than on the model. i think it runs true to size, however it does have relaxed fit. overall, the dress has nice quality fabric and nice flow, without adding bulk. great buy!",['dress-overall nice']
17571,"Lovely, but big","I adore this dress! as a mom of two under 2, i need things that are cute, but no-fuss. this is exactly that piece! beautifully lined, breezy linen fabric, machine-washable, and flattering. the catch is finding the right size to flatter. i'm 5'7 and 128...found my normal size small to be really big everywhere. i went with the xs to avoid issues in the shoulders, but i maybe could have gone even smaller. fabric doesn't have a lot of give, so if you are large in the chest, my guess would be a possi","['catch- right', 'fabric-so large']"
17572,"Great concept, but fell short","I normally wear a medium in retailer dresses, but ordered a small due to the reviews that stated how large this dress is. they weren't exaggerating!!!! the small was way too big for me, and the xxs and xs are already sold out. beware that you will have to size down at least 2 sizes to make the dress fit similar to the model pictured. it is going back for me!","['dress-normally large', 'small-too big']"
17577,Great dress!,"I am a size  14, and tall.  i was afraid that it would be too short.  the sales clerk grabbed a large,  and it fit! it's airy and lightweight and hugs nicely around the back.  the big surprise?  pockets! love it!",['clerk- large']
17579,Beautiful shade of blue!,"I saw this online, visited my local retailer, found it! it is the most beautiful shade of blue, nicely textured material! i am 5'7"" and 148 pds, i bought the xs and it fits perfect! definately designed for us smaller busted gals!",[]
17580,I love this dress!!,"I bought this in the blue and you should definitely size down. it runs very large. it's amazingly comfortable and high quality. great length as well (not too short and not too long). it has a partial lining so it's not necessary to wear a slip which i love. i get compliments every time i wear it, even one of the saleswomen in retailer asked me where i got the dress. she was surprised when i told her it was from retailer from online. i liked it so much i just ordered the red plaid.",[]
17583,Don't bother,"This dress really was huge, and not at all flattering. i don't know how they got it to look good on the model in the picture. material was nice and soft, but i really don't see how anyone could look good in this, no matter what your body shape is.","['dress-really huge', 'material- nice', 'shape-really good']"
17586,Soft and comfortable,"Cute dress. i say true to size - but keep in mind it is loose and flowy and i purchased in my usual size medium and it fits perfectly. it's lined so there is no need for a slip. very comfortable and cool. i am 5'6"" and it is 3"" above knee. i paired it with the gemline lariat turquoise necklace and have already received several compliments and my day is only 1/2 over!
a great priced dress which holds true to retailer's quality and uniqueness of items offered.",['day-already several']
17589,Effortless for summer,"Caught my eye at checkout, and had to run back to the dressing room for a quick try-on, which ended up being a great call! the dress is super easy and flattering, as the lining keeps it skimming over my hourglass shape. the fabric has a sweet floral texture, and the gathering takes a basic shape and makes it interesting. i'm 5'4"" and it came just above the knee in front, while the back was a bit longer (another flattering feature). this is going to be a summer go-to!","['dress-back great', 'lining-super flattering', 'fabric- sweet', 'gathering- floral', 'back-just flattering']"
17598,Beautiful dress but....,I wanted to love this dress but it was too large... and once i washed it (which is recommended) it shrank so i had to return it.,[]
17605,Runs big!,"This dress was huge!! i'm normally an extra small and i was swimming in it. the xxs was sold out, but i think it would of been huge as well.",['dress- huge']
17608,Disappointed with fit,This is one of those dresses that looks so cute on the model but doesn't look anything like that in reality. it has no shape and it fits weirdly all over. i am normally a m and i ordered the s and it is massive.,[]
17610,Gorgeous!!,Easy breezy summer dress!!! love the detailing under the arms!!!,[]
17613,"Comfortable tunic, yet fashionable and edgy",This is a a great piece.   i tried it on in denim and went out and ordered the red checked print.  this was so cute!   i loved it in the red checked and then ordered the denim.   it can be dressed up or down.  it is comfortable and there is an edgy quality to the look.  you can wear heals and a statement necklace and it really is dressed up.  order a size down and it works well.  thank you retailer!!,['quality- edgy']
17621,This dress is perfect for summer!,"This dress was love at first sight.  i did have to size down from my normal size but the dress is so comfortable and cool.  as another reviewer said, it does shrink after first wash but perfect now since i am 5'2"".  it shrank about one inch in length only.  i got many compliments and my husband said it was beautiful- that's a plus! i was comfortable and cool all day.  get it before it is out of stock.  this dress will not make it to sale.","['dress- normal', 'reviewer-first perfect', 'husband- many']"
18006,Too roomy in the bust for me,"I ordered this in my usual retailer size, xspetite and it was too baggy in the bust. granted, i'm only a 34aa, but i would still expect it to be a little smaller in the bust at that size. the elastic waist was a little loose too (i have a 26"" waist, 34"" hips) and the inner slip showed a tiny bit like another reviewer said but it's the same fabric as the dress. the slip is adjustable but it's attached to the dress at the waist. it wasn't flattering on me in the hips either. this was a miss for me b","['waist- elastic', 'slip-too inner', 'reviewer- tiny', 'slip- adjustable']"
18008,Beautiful dress,"I absolutely love this dress. beautiful, flattering shape with flowing light weight fabric. i'm so in love with this color. a great dress for a special night.",[]
18009,Love this dress!,"The fit of the dress is fabulous! it is so flattering and true to size. my only complaint is that he lining can be seen at the neckline. it might just be that the one i received is slightly defective. even with this problem, it is a keeper.","['fit- fabulous', 'complaint- only', 'one-slightly defective']"
18016,Beautiful color and fabric,"I really like the soft, flowy satin fabric and vibrant color of this dress! i am 5'5'' 125lbs, the s was too large, so i ordered the xs instead. things to note: pockets, elastic waistband with nice detailing on the sides, slip underneath, and large flutter sleeves. i think that women with smaller torsos should consider petite sizing.","['s-really vibrant', 'women- smaller']"
18390,Like,I love the print and quality and safari look to me. it does run tight across the shoulders i would size up.,[]
18394,I fell in love!,I am a horse lover so i had to have it as it is of good quality and unique. be mindful that it runs small and fits alittle snug across shoulder also excellent for layering.,[]
18409,Great fall dress,I tried this on in the store and loved it. it is very comfortable. i sized up one or two sizes. i am very thin and somewhat petite but wanted a little more length. it will be a great dress for fall as the fabric is heavy enough to wear into fall. i think it looks better in person than online. would recommend it if you like this kind of dress. love that it has pockets too. great quality.,['fabric- great']
